total_tokes,max_seqlen,batch_size,Atten_qkv_time,Atten_flash_time,Atten_linear_time,total_time
4096,854,7,6286.3359451293945,661.5039706230164,2148.063898086548,9095.903813838959
4096,1499,4,6282.015800476074,954.367995262146,2147.3278999328613,9383.711695671082
4096,905,6,6281.216144561768,714.5280241966248,2147.3278999328613,9143.072068691254
4096,1509,3,6280.223846435547,1074.1759538650513,2146.30389213562,9500.703692436218
4096,1185,4,6281.216144561768,867.3279881477356,2145.087957382202,9293.632090091705
4096,1041,5,6281.216144561768,771.0719704627991,2145.024061203003,9197.31217622757
4096,961,5,6279.168128967285,764.9279832839966,2144.9921131134033,9189.088225364685
4096,836,6,6324.22399520874,687.936007976532,2151.423931121826,9163.583934307098
4096,1700,4,6335.487842559814,1007.6160430908203,2180.095911026001,9523.199796676636
4096,1106,4,6382.59220123291,907.4559807777405,2179.0719032287598,9469.12008523941
4096,1108,4,6382.59220123291,900.3199934959412,2179.0719032287598,9461.984097957611
4096,1350,4,6381.56795501709,933.8880181312561,2179.1679859161377,9494.623959064484
4096,1185,5,6383.615970611572,819.1999793052673,2109.4400882720947,9312.256038188934
4096,1534,3,6132.544040679932,1051.6480207443237,2095.968008041382,9280.160069465637
4096,1457,4,6141.695976257324,950.2720236778259,2111.488103866577,9203.456103801727
4096,1165,5,6182.9118728637695,800.7680177688599,2111.488103866577,9095.167994499207
4096,949,5,6180.863857269287,758.7199807167053,2096.127986907959,9035.711824893951
4096,1245,5,6133.632183074951,791.5199995040894,2094.0799713134766,9019.232153892517
4096,1118,4,6134.78422164917,837.6320004463196,2082.8158855438232,9055.232107639313
4096,1583,3,6085.631847381592,1058.8159561157227,2079.7441005706787,9224.191904067993
4096,1202,4,6084.60807800293,855.0400137901306,2080.76810836792,9020.41620016098
4096,1352,4,6133.75997543335,880.5760145187378,2096.224069595337,9110.560059547424
4096,1528,3,6132.7362060546875,1043.455958366394,2095.8399772644043,9272.032141685486
4096,1391,5,6177.792072296143,858.9760065078735,2112.5121116638184,9149.280190467834
4096,1125,4,6181.087970733643,858.1119775772095,2112.351894378662,9151.551842689514
4096,1213,5,6304.768085479736,803.8399815559387,2179.0719032287598,9287.679970264435
